country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Netherlands,2014,male,75+ years,97,485554,19.98,Netherlands2014,0.922,"879,635,084,125",55325,Silent
Netherlands,2014,male,25-34 years,117,1024168,11.42,Netherlands2014,0.922,"879,635,084,125",55325,Millenials
Netherlands,2014,female,55-74 years,197,1922945,10.24,Netherlands2014,0.922,"879,635,084,125",55325,Boomers
Netherlands,2014,male,15-24 years,81,1044562,7.75,Netherlands2014,0.922,"879,635,084,125",55325,Millenials
Netherlands,2014,female,25-34 years,54,1014090,5.32,Netherlands2014,0.922,"879,635,084,125",55325,Millenials
Netherlands,2014,female,5-14 years,1,956989,0.1,Netherlands2014,0.922,"879,635,084,125",55325,Generation Z
Netherlands,2015,male,35-54 years,499,2362263,21.12,Netherlands2015,,"757,999,453,314",47206,Generation X
Netherlands,2015,male,25-34 years,146,1045012,13.97,Netherlands2015,,"757,999,453,314",47206,Millenials
Netherlands,2015,female,55-74 years,220,1998082,11.01,Netherlands2015,,"757,999,453,314",47206,Boomers
Netherlands,2015,female,35-54 years,211,2353550,8.97,Netherlands2015,,"757,999,453,314",47206,Generation X
Netherlands,2015,male,15-24 years,89,1058675,8.41,Netherlands2015,,"757,999,453,314",47206,Millenials
Netherlands,2015,female,75+ years,55,770107,7.14,Netherlands2015,,"757,999,453,314",47206,Silent
Netherlands,2015,female,15-24 years,34,1018674,3.34,Netherlands2015,,"757,999,453,314",47206,Millenials
Netherlands,2015,female,5-14 years,6,943082,0.64,Netherlands2015,,"757,999,453,314",47206,Generation Z
Netherlands,2016,female,55-74 years,209,2037375,10.26,Netherlands2016,,"777,227,541,581",48108,Boomers
Netherlands,2016,female,25-34 years,65,1043372,6.23,Netherlands2016,,"777,227,541,581",48108,Millenials
Netherlands,2016,female,15-24 years,35,1025443,3.41,Netherlands2016,,"777,227,541,581",48108,Millenials
New Zealand,1985,male,25-34 years,51,255400,19.97,New Zealand1985,0.805,"24,950,895,141",8246,Boomers
New Zealand,1985,male,15-24 years,60,305400,19.65,New Zealand1985,0.805,"24,950,895,141",8246,Generation X
New Zealand,1985,male,35-54 years,64,371200,17.24,New Zealand1985,0.805,"24,950,895,141",8246,Silent
New Zealand,1985,female,55-74 years,26,259300,10.03,New Zealand1985,0.805,"24,950,895,141",8246,G.I. Generation
New Zealand,1985,female,75+ years,4,81500,4.91,New Zealand1985,0.805,"24,950,895,141",8246,G.I. Generation
New Zealand,1985,male,5-14 years,2,282800,0.71,New Zealand1985,0.805,"24,950,895,141",8246,Generation X
New Zealand,1986,male,75+ years,18,49400,36.44,New Zealand1986,,"30,604,668,357",10114,G.I. Generation
New Zealand,1986,male,35-54 years,100,376100,26.59,New Zealand1986,,"30,604,668,357",10114,Silent
New Zealand,1986,male,15-24 years,68,296200,22.96,New Zealand1986,,"30,604,668,357",10114,Generation X
New Zealand,1986,male,25-34 years,53,258000,20.54,New Zealand1986,,"30,604,668,357",10114,Boomers
New Zealand,1986,female,75+ years,9,84000,10.71,New Zealand1986,,"30,604,668,357",10114,G.I. Generation
New Zealand,1986,female,55-74 years,27,259200,10.42,New Zealand1986,,"30,604,668,357",10114,G.I. Generation
New Zealand,1986,female,35-54 years,31,373800,8.29,New Zealand1986,,"30,604,668,357",10114,Silent
New Zealand,1986,female,15-24 years,23,286900,8.02,New Zealand1986,,"30,604,668,357",10114,Generation X
New Zealand,1986,female,25-34 years,21,262300,8.01,New Zealand1986,,"30,604,668,357",10114,Boomers
New Zealand,1986,female,5-14 years,2,265700,0.75,New Zealand1986,,"30,604,668,357",10114,Generation X
New Zealand,1986,male,5-14 years,2,276600,0.72,New Zealand1986,,"30,604,668,357",10114,Generation X
New Zealand,1987,male,15-24 years,93,295500,31.47,New Zealand1987,,"40,338,594,862",13238,Generation X
New Zealand,1987,male,25-34 years,79,262900,30.05,New Zealand1987,,"40,338,594,862",13238,Boomers
New Zealand,1987,male,35-54 years,92,384800,23.91,New Zealand1987,,"40,338,594,862",13238,Silent
New Zealand,1987,female,75+ years,9,86700,10.38,New Zealand1987,,"40,338,594,862",13238,G.I. Generation
New Zealand,1987,female,55-74 years,18,260500,6.91,New Zealand1987,,"40,338,594,862",13238,G.I. Generation
New Zealand,1987,male,5-14 years,7,269800,2.59,New Zealand1987,,"40,338,594,862",13238,Generation X
New Zealand,1988,male,75+ years,20,52400,38.17,New Zealand1988,,"45,493,075,684",14890,G.I. Generation
New Zealand,1988,male,55-74 years,79,238700,33.1,New Zealand1988,,"45,493,075,684",14890,G.I. Generation
New Zealand,1988,male,25-34 years,72,267600,26.91,New Zealand1988,,"45,493,075,684",14890,Boomers
New Zealand,1988,male,35-54 years,102,390900,26.09,New Zealand1988,,"45,493,075,684",14890,Silent
New Zealand,1988,female,75+ years,10,89500,11.17,New Zealand1988,,"45,493,075,684",14890,G.I. Generation
New Zealand,1988,female,25-34 years,29,274400,10.57,New Zealand1988,,"45,493,075,684",14890,Boomers
New Zealand,1988,female,55-74 years,25,261500,9.56,New Zealand1988,,"45,493,075,684",14890,G.I. Generation
New Zealand,1988,male,5-14 years,2,263500,0.76,New Zealand1988,,"45,493,075,684",14890,Generation X
New Zealand,1988,female,5-14 years,0,251700,0.0,New Zealand1988,,"45,493,075,684",14890,Generation X
New Zealand,1989,male,75+ years,21,54400,38.6,New Zealand1989,,"44,170,562,822",14417,G.I. Generation
New Zealand,1989,male,25-34 years,79,267800,29.5,New Zealand1989,,"44,170,562,822",14417,Boomers
New Zealand,1989,male,35-54 years,96,396900,24.19,New Zealand1989,,"44,170,562,822",14417,Silent
New Zealand,1989,female,25-34 years,22,276100,7.97,New Zealand1989,,"44,170,562,822",14417,Boomers
New Zealand,1989,female,15-24 years,20,283000,7.07,New Zealand1989,,"44,170,562,822",14417,Generation X
New Zealand,1989,female,35-54 years,25,398000,6.28,New Zealand1989,,"44,170,562,822",14417,Silent
New Zealand,1989,female,75+ years,2,92200,2.17,New Zealand1989,,"44,170,562,822",14417,G.I. Generation
New Zealand,1990,male,15-24 years,111,283700,39.13,New Zealand1990,0.82,"45,519,034,244",14734,Generation X
New Zealand,1990,male,25-34 years,72,269100,26.76,New Zealand1990,0.82,"45,519,034,244",14734,Boomers
New Zealand,1990,male,55-74 years,58,242600,23.91,New Zealand1990,0.82,"45,519,034,244",14734,G.I. Generation
New Zealand,1990,female,25-34 years,21,280600,7.48,New Zealand1990,0.82,"45,519,034,244",14734,Boomers
New Zealand,1990,female,35-54 years,29,408600,7.1,New Zealand1990,0.82,"45,519,034,244",14734,Silent
New Zealand,1990,female,15-24 years,19,278500,6.82,New Zealand1990,0.82,"45,519,034,244",14734,Generation X
New Zealand,1990,female,55-74 years,17,261400,6.5,New Zealand1990,0.82,"45,519,034,244",14734,G.I. Generation
New Zealand,1990,male,5-14 years,2,257900,0.78,New Zealand1990,0.82,"45,519,034,244",14734,Generation X
New Zealand,1991,male,15-24 years,109,285900,38.13,New Zealand1991,,"42,756,020,707",13345,Generation X
New Zealand,1991,male,25-34 years,95,277700,34.21,New Zealand1991,,"42,756,020,707",13345,Boomers
New Zealand,1991,female,35-54 years,40,433300,9.23,New Zealand1991,,"42,756,020,707",13345,Boomers
New Zealand,1991,female,55-74 years,18,271400,6.63,New Zealand1991,,"42,756,020,707",13345,Silent
New Zealand,1991,female,25-34 years,19,288800,6.58,New Zealand1991,,"42,756,020,707",13345,Boomers
New Zealand,1991,male,5-14 years,4,265700,1.51,New Zealand1991,,"42,756,020,707",13345,Millenials
New Zealand,1991,female,75+ years,1,98700,1.01,New Zealand1991,,"42,756,020,707",13345,G.I. Generation
New Zealand,1991,female,5-14 years,0,253800,0.0,New Zealand1991,,"42,756,020,707",13345,Millenials
New Zealand,1992,male,15-24 years,112,284800,39.33,New Zealand1992,,"41,636,005,955",12868,Generation X
New Zealand,1992,male,25-34 years,98,278400,35.2,New Zealand1992,,"41,636,005,955",12868,Boomers
New Zealand,1992,male,75+ years,15,60000,25.0,New Zealand1992,,"41,636,005,955",12868,G.I. Generation
New Zealand,1992,female,35-54 years,35,445300,7.86,New Zealand1992,,"41,636,005,955",12868,Boomers
New Zealand,1992,male,5-14 years,4,267200,1.5,New Zealand1992,,"41,636,005,955",12868,Millenials
New Zealand,1993,male,15-24 years,110,282600,38.92,New Zealand1993,,"46,712,018,141",14271,Generation X
New Zealand,1993,male,75+ years,15,61000,24.59,New Zealand1993,,"46,712,018,141",14271,G.I. Generation
New Zealand,1993,female,25-34 years,27,291800,9.25,New Zealand1993,,"46,712,018,141",14271,Boomers
New Zealand,1993,female,15-24 years,16,282900,5.66,New Zealand1993,,"46,712,018,141",14271,Generation X
New Zealand,1993,female,75+ years,4,104200,3.84,New Zealand1993,,"46,712,018,141",14271,G.I. Generation
New Zealand,1994,male,25-34 years,93,281200,33.07,New Zealand1994,,"55,154,160,816",16615,Boomers
New Zealand,1994,male,55-74 years,76,261200,29.1,New Zealand1994,,"55,154,160,816",16615,Silent
New Zealand,1994,male,35-54 years,102,466900,21.85,New Zealand1994,,"55,154,160,816",16615,Boomers
New Zealand,1994,female,15-24 years,26,279500,9.3,New Zealand1994,,"55,154,160,816",16615,Generation X
New Zealand,1994,female,55-74 years,16,277300,5.77,New Zealand1994,,"55,154,160,816",16615,Silent
New Zealand,1994,female,35-54 years,27,472900,5.71,New Zealand1994,,"55,154,160,816",16615,Boomers
New Zealand,1995,male,25-34 years,96,283000,33.92,New Zealand1995,0.855,"63,918,039,320",18945,Generation X
New Zealand,1995,male,75+ years,19,64300,29.55,New Zealand1995,0.855,"63,918,039,320",18945,G.I. Generation
New Zealand,1995,male,35-54 years,123,481700,25.53,New Zealand1995,0.855,"63,918,039,320",18945,Boomers
New Zealand,1995,female,75+ years,9,109500,8.22,New Zealand1995,0.855,"63,918,039,320",18945,G.I. Generation
New Zealand,1995,female,35-54 years,36,488300,7.37,New Zealand1995,0.855,"63,918,039,320",18945,Boomers
New Zealand,1995,female,25-34 years,20,296900,6.74,New Zealand1995,0.855,"63,918,039,320",18945,Generation X
New Zealand,1995,female,55-74 years,15,279800,5.36,New Zealand1995,0.855,"63,918,039,320",18945,Silent
New Zealand,1995,male,5-14 years,4,282500,1.42,New Zealand1995,0.855,"63,918,039,320",18945,Millenials
New Zealand,1995,female,5-14 years,2,267600,0.75,New Zealand1995,0.855,"63,918,039,320",18945,Millenials
New Zealand,1996,male,15-24 years,105,277900,37.78,New Zealand1996,,"70,140,835,299",20434,Generation X
New Zealand,1996,male,35-54 years,112,496800,22.54,New Zealand1996,,"70,140,835,299",20434,Boomers
New Zealand,1996,female,25-34 years,21,300200,7.0,New Zealand1996,,"70,140,835,299",20434,Generation X
New Zealand,1996,female,55-74 years,13,283300,4.59,New Zealand1996,,"70,140,835,299",20434,Silent
New Zealand,1996,female,75+ years,5,112700,4.44,New Zealand1996,,"70,140,835,299",20434,G.I. Generation
New Zealand,1996,female,5-14 years,4,273800,1.46,New Zealand1996,,"70,140,835,299",20434,Millenials
New Zealand,1996,male,5-14 years,3,289200,1.04,New Zealand1996,,"70,140,835,299",20434,Millenials
New Zealand,1997,male,75+ years,19,68800,27.62,New Zealand1997,,"66,074,513,018",19041,G.I. Generation
New Zealand,1997,male,55-74 years,60,272800,21.99,New Zealand1997,,"66,074,513,018",19041,Silent
New Zealand,1997,female,25-34 years,30,299300,10.02,New Zealand1997,,"66,074,513,018",19041,Generation X
New Zealand,1997,female,35-54 years,42,518000,8.11,New Zealand1997,,"66,074,513,018",19041,Boomers
New Zealand,1997,female,5-14 years,3,279400,1.07,New Zealand1997,,"66,074,513,018",19041,Millenials
New Zealand,1998,male,15-24 years,104,272800,38.12,New Zealand1998,,"56,227,696,195",16052,Generation X
New Zealand,1998,male,75+ years,20,71400,28.01,New Zealand1998,,"56,227,696,195",16052,G.I. Generation
New Zealand,1998,male,55-74 years,70,276300,25.33,New Zealand1998,,"56,227,696,195",16052,Silent
New Zealand,1998,male,35-54 years,130,521600,24.92,New Zealand1998,,"56,227,696,195",16052,Boomers
New Zealand,1998,female,25-34 years,25,295400,8.46,New Zealand1998,,"56,227,696,195",16052,Generation X
New Zealand,1998,female,35-54 years,45,532900,8.44,New Zealand1998,,"56,227,696,195",16052,Boomers
New Zealand,1998,female,55-74 years,17,288900,5.88,New Zealand1998,,"56,227,696,195",16052,Silent
New Zealand,1998,male,5-14 years,9,299400,3.01,New Zealand1998,,"56,227,696,195",16052,Millenials
New Zealand,1998,female,5-14 years,4,283300,1.41,New Zealand1998,,"56,227,696,195",16052,Millenials
New Zealand,1999,male,15-24 years,83,267510,31.03,New Zealand1999,,"58,762,260,626",16556,Generation X
New Zealand,1999,male,75+ years,18,74230,24.25,New Zealand1999,,"58,762,260,626",16556,G.I. Generation
New Zealand,1999,male,35-54 years,125,533840,23.42,New Zealand1999,,"58,762,260,626",16556,Boomers
New Zealand,1999,female,35-54 years,50,548710,9.11,New Zealand1999,,"58,762,260,626",16556,Boomers
New Zealand,1999,female,25-34 years,20,294350,6.79,New Zealand1999,,"58,762,260,626",16556,Generation X
New Zealand,1999,female,55-74 years,15,295670,5.07,New Zealand1999,,"58,762,260,626",16556,Silent
New Zealand,1999,female,75+ years,6,122450,4.9,New Zealand1999,,"58,762,260,626",16556,G.I. Generation
New Zealand,1999,female,5-14 years,3,288000,1.04,New Zealand1999,,"58,762,260,626",16556,Millenials
New Zealand,2000,male,15-24 years,81,266610,30.38,New Zealand2000,0.874,"52,622,842,840",14725,Generation X
New Zealand,2000,female,15-24 years,15,261330,5.74,New Zealand2000,0.874,"52,622,842,840",14725,Generation X
New Zealand,2000,female,35-54 years,30,558340,5.37,New Zealand2000,0.874,"52,622,842,840",14725,Boomers
New Zealand,2000,female,55-74 years,12,300560,3.99,New Zealand2000,0.874,"52,622,842,840",14725,Silent
New Zealand,2000,male,5-14 years,3,305390,0.98,New Zealand2000,0.874,"52,622,842,840",14725,Millenials
New Zealand,2000,female,5-14 years,1,289730,0.35,New Zealand2000,0.874,"52,622,842,840",14725,Millenials
New Zealand,2001,male,25-34 years,92,264130,34.83,New Zealand2001,,"53,872,425,917",14968,Generation X
New Zealand,2001,male,15-24 years,87,269420,32.29,New Zealand2001,,"53,872,425,917",14968,Millenials
New Zealand,2001,male,55-74 years,54,294430,18.34,New Zealand2001,,"53,872,425,917",14968,Silent
New Zealand,2001,female,25-34 years,29,284680,10.19,New Zealand2001,,"53,872,425,917",14968,Generation X
New Zealand,2001,female,75+ years,9,128740,6.99,New Zealand2001,,"53,872,425,917",14968,Silent
New Zealand,2001,female,35-54 years,39,565790,6.89,New Zealand2001,,"53,872,425,917",14968,Boomers
New Zealand,2001,female,55-74 years,17,307490,5.53,New Zealand2001,,"53,872,425,917",14968,Silent
New Zealand,2001,female,5-14 years,2,289760,0.69,New Zealand2001,,"53,872,425,917",14968,Millenials
New Zealand,2001,male,5-14 years,1,306430,0.33,New Zealand2001,,"53,872,425,917",14968,Millenials
New Zealand,2002,male,55-74 years,59,304480,19.38,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2002,male,75+ years,16,83290,19.21,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2002,female,15-24 years,30,271530,11.05,New Zealand2002,,"66,627,729,311",18208,Millenials
New Zealand,2002,female,25-34 years,26,282330,9.21,New Zealand2002,,"66,627,729,311",18208,Generation X
New Zealand,2002,female,35-54 years,39,573790,6.8,New Zealand2002,,"66,627,729,311",18208,Boomers
New Zealand,2002,female,55-74 years,13,317610,4.09,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2002,female,75+ years,5,131060,3.82,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2002,female,5-14 years,0,292230,0.0,New Zealand2002,,"66,627,729,311",18208,Millenials
New Zealand,2002,male,5-14 years,0,308420,0.0,New Zealand2002,,"66,627,729,311",18208,Millenials
New Zealand,2003,male,75+ years,27,86840,31.09,New Zealand2003,,"88,250,885,550",23663,Silent
New Zealand,2003,male,25-34 years,80,264090,30.29,New Zealand2003,,"88,250,885,550",23663,Generation X
New Zealand,2003,male,35-54 years,143,558950,25.58,New Zealand2003,,"88,250,885,550",23663,Boomers
New Zealand,2003,female,35-54 years,56,583610,9.6,New Zealand2003,,"88,250,885,550",23663,Boomers
New Zealand,2003,female,75+ years,11,133600,8.23,New Zealand2003,,"88,250,885,550",23663,Silent
New Zealand,2003,male,5-14 years,4,310850,1.29,New Zealand2003,,"88,250,885,550",23663,Millenials
New Zealand,2003,female,5-14 years,1,293820,0.34,New Zealand2003,,"88,250,885,550",23663,Millenials
New Zealand,2004,male,75+ years,28,89210,31.39,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2004,male,35-54 years,133,569570,23.35,New Zealand2004,,"103,904,537,815",27325,Boomers
New Zealand,2004,male,55-74 years,58,325010,17.85,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2004,female,25-34 years,19,285690,6.65,New Zealand2004,,"103,904,537,815",27325,Generation X
New Zealand,2004,female,55-74 years,20,338890,5.9,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2004,female,75+ years,4,135340,2.96,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2004,female,5-14 years,2,296170,0.68,New Zealand2004,,"103,904,537,815",27325,Millenials
New Zealand,2005,male,15-24 years,84,300360,27.97,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
New Zealand,2005,male,55-74 years,58,335140,17.31,New Zealand2005,0.895,"114,718,721,397",29803,Silent
New Zealand,2005,female,25-34 years,26,284850,9.13,New Zealand2005,0.895,"114,718,721,397",29803,Generation X
New Zealand,2005,female,35-54 years,49,608650,8.05,New Zealand2005,0.895,"114,718,721,397",29803,Boomers
New Zealand,2005,female,75+ years,9,137460,6.55,New Zealand2005,0.895,"114,718,721,397",29803,Silent
New Zealand,2005,female,5-14 years,2,294940,0.68,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
New Zealand,2005,male,5-14 years,0,310950,0.0,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
New Zealand,2006,male,15-24 years,95,305250,31.12,New Zealand2006,,"111,608,845,081",28628,Millenials
New Zealand,2006,male,25-34 years,72,263090,27.37,New Zealand2006,,"111,608,845,081",28628,Generation X
New Zealand,2006,male,35-54 years,136,584130,23.28,New Zealand2006,,"111,608,845,081",28628,Boomers
New Zealand,2006,female,35-54 years,52,619730,8.39,New Zealand2006,,"111,608,845,081",28628,Boomers
New Zealand,2006,female,15-24 years,24,299490,8.01,New Zealand2006,,"111,608,845,081",28628,Millenials
New Zealand,2006,female,55-74 years,23,360390,6.38,New Zealand2006,,"111,608,845,081",28628,Silent
New Zealand,2006,female,5-14 years,4,293570,1.36,New Zealand2006,,"111,608,845,081",28628,Millenials
New Zealand,2006,male,5-14 years,2,308750,0.65,New Zealand2006,,"111,608,845,081",28628,Millenials
New Zealand,2007,male,35-54 years,150,588830,25.47,New Zealand2007,,"137,316,087,308",34892,Boomers
New Zealand,2007,male,75+ years,23,99040,23.22,New Zealand2007,,"137,316,087,308",34892,Silent
New Zealand,2007,male,15-24 years,70,309990,22.58,New Zealand2007,,"137,316,087,308",34892,Millenials
New Zealand,2007,female,35-54 years,55,627060,8.77,New Zealand2007,,"137,316,087,308",34892,Boomers
New Zealand,2007,female,25-34 years,14,281170,4.98,New Zealand2007,,"137,316,087,308",34892,Generation X
New Zealand,2007,female,75+ years,7,142060,4.93,New Zealand2007,,"137,316,087,308",34892,Silent
New Zealand,2007,female,55-74 years,18,371080,4.85,New Zealand2007,,"137,316,087,308",34892,Silent
New Zealand,2007,female,5-14 years,1,290770,0.34,New Zealand2007,,"137,316,087,308",34892,Generation Z
New Zealand,2007,male,5-14 years,1,305270,0.33,New Zealand2007,,"137,316,087,308",34892,Generation Z
New Zealand,2008,male,75+ years,18,101730,17.69,New Zealand2008,,"133,279,679,483",33585,Silent
New Zealand,2008,female,25-34 years,18,280380,6.42,New Zealand2008,,"133,279,679,483",33585,Generation X
New Zealand,2008,female,75+ years,6,144290,4.16,New Zealand2008,,"133,279,679,483",33585,Silent
New Zealand,2008,female,5-14 years,3,287370,1.04,New Zealand2008,,"133,279,679,483",33585,Generation Z
New Zealand,2008,male,5-14 years,2,301970,0.66,New Zealand2008,,"133,279,679,483",33585,Generation Z
New Zealand,2009,male,15-24 years,94,320230,29.35,New Zealand2009,,"121,338,622,025",30259,Millenials
New Zealand,2009,male,25-34 years,64,267390,23.94,New Zealand2009,,"121,338,622,025",30259,Generation X
New Zealand,2009,female,25-34 years,20,281930,7.09,New Zealand2009,,"121,338,622,025",30259,Generation X
New Zealand,2009,female,15-24 years,21,307230,6.84,New Zealand2009,,"121,338,622,025",30259,Millenials
New Zealand,2009,female,35-54 years,42,634540,6.62,New Zealand2009,,"121,338,622,025",30259,Boomers
New Zealand,2009,female,55-74 years,23,393990,5.84,New Zealand2009,,"121,338,622,025",30259,Silent
New Zealand,2009,female,5-14 years,4,285710,1.4,New Zealand2009,,"121,338,622,025",30259,Generation Z
New Zealand,2010,male,35-54 years,155,591000,26.23,New Zealand2010,0.905,"146,583,831,538",36145,Generation X
New Zealand,2010,male,25-34 years,65,272460,23.86,New Zealand2010,0.905,"146,583,831,538",36145,Generation X
New Zealand,2010,male,15-24 years,77,326870,23.56,New Zealand2010,0.905,"146,583,831,538",36145,Millenials
New Zealand,2010,male,55-74 years,67,387900,17.27,New Zealand2010,0.905,"146,583,831,538",36145,Silent
New Zealand,2010,female,25-34 years,30,285250,10.52,New Zealand2010,0.905,"146,583,831,538",36145,Generation X
New Zealand,2010,female,35-54 years,51,635970,8.02,New Zealand2010,0.905,"146,583,831,538",36145,Generation X
New Zealand,2010,female,5-14 years,3,284090,1.06,New Zealand2010,0.905,"146,583,831,538",36145,Generation Z
New Zealand,2010,male,5-14 years,3,298490,1.01,New Zealand2010,0.905,"146,583,831,538",36145,Generation Z
New Zealand,2011,male,35-54 years,129,586950,21.98,New Zealand2011,0.907,"168,461,998,741",41184,Generation X
New Zealand,2011,female,25-34 years,19,288510,6.59,New Zealand2011,0.907,"168,461,998,741",41184,Millenials
New Zealand,2011,female,35-54 years,34,633580,5.37,New Zealand2011,0.907,"168,461,998,741",41184,Generation X
New Zealand,2011,female,75+ years,8,150850,5.3,New Zealand2011,0.907,"168,461,998,741",41184,Silent
New Zealand,2011,female,55-74 years,19,419820,4.53,New Zealand2011,0.907,"168,461,998,741",41184,Boomers
New Zealand,2011,female,5-14 years,3,283270,1.06,New Zealand2011,0.907,"168,461,998,741",41184,Generation Z
New Zealand,2011,male,5-14 years,3,296860,1.01,New Zealand2011,0.907,"168,461,998,741",41184,Generation Z
New Zealand,2012,male,35-54 years,151,581830,25.95,New Zealand2012,0.909,"176,192,886,551",42756,Generation X
New Zealand,2012,male,25-34 years,60,283640,21.15,New Zealand2012,0.909,"176,192,886,551",42756,Millenials
New Zealand,2012,female,15-24 years,41,310390,13.21,New Zealand2012,0.909,"176,192,886,551",42756,Millenials
New Zealand,2012,female,25-34 years,22,291540,7.55,New Zealand2012,0.909,"176,192,886,551",42756,Millenials
New Zealand,2012,female,5-14 years,5,283200,1.77,New Zealand2012,0.909,"176,192,886,551",42756,Generation Z
New Zealand,2013,male,55-74 years,74,424590,17.43,New Zealand2013,0.911,"190,785,204,764",46198,Boomers
New Zealand,2013,female,15-24 years,37,308050,12.01,New Zealand2013,0.911,"190,785,204,764",46198,Millenials
New Zealand,2013,female,25-34 years,21,283720,7.4,New Zealand2013,0.911,"190,785,204,764",46198,Millenials
New Zealand,2013,female,55-74 years,19,447810,4.24,New Zealand2013,0.911,"190,785,204,764",46198,Boomers
New Zealand,2013,female,75+ years,5,152240,3.28,New Zealand2013,0.911,"190,785,204,764",46198,Silent
New Zealand,2013,female,5-14 years,2,291080,0.69,New Zealand2013,0.911,"190,785,204,764",46198,Generation Z
New Zealand,2013,male,5-14 years,0,305750,0.0,New Zealand2013,0.911,"190,785,204,764",46198,Generation Z
Nicaragua,2010,male,75+ years,8,45706,17.5,Nicaragua2010,0.619,"8,758,622,329",1715,Silent
Nicaragua,2010,male,25-34 years,82,477796,17.16,Nicaragua2010,0.619,"8,758,622,329",1715,Generation X
Nicaragua,2010,male,55-74 years,23,199900,11.51,Nicaragua2010,0.619,"8,758,622,329",1715,Silent
Nicaragua,2010,male,5-14 years,5,642002,0.78,Nicaragua2010,0.619,"8,758,622,329",1715,Generation Z
Nicaragua,2011,male,25-34 years,82,490946,16.7,Nicaragua2011,0.623,"9,774,316,692",1888,Millenials
Nicaragua,2011,male,75+ years,7,47848,14.63,Nicaragua2011,0.623,"9,774,316,692",1888,Silent
Nicaragua,2011,male,15-24 years,88,615256,14.3,Nicaragua2011,0.623,"9,774,316,692",1888,Millenials
Nicaragua,2011,male,55-74 years,29,208944,13.88,Nicaragua2011,0.623,"9,774,316,692",1888,Boomers
Nicaragua,2011,female,55-74 years,6,250720,2.39,Nicaragua2011,0.623,"9,774,316,692",1888,Boomers
Nicaragua,2011,male,5-14 years,9,637235,1.41,Nicaragua2011,0.623,"9,774,316,692",1888,Generation Z
Nicaragua,2011,female,75+ years,0,65290,0.0,Nicaragua2011,0.623,"9,774,316,692",1888,Silent
Nicaragua,2012,male,15-24 years,73,615327,11.86,Nicaragua2012,0.625,"10,532,001,130",2006,Millenials
Nicaragua,2012,male,35-54 years,53,554382,9.56,Nicaragua2012,0.625,"10,532,001,130",2006,Generation X
Nicaragua,2012,male,75+ years,4,49926,8.01,Nicaragua2012,0.625,"10,532,001,130",2006,Silent
Nicaragua,2012,female,25-34 years,17,518676,3.28,Nicaragua2012,0.625,"10,532,001,130",2006,Millenials
Nicaragua,2012,female,35-54 years,12,634573,1.89,Nicaragua2012,0.625,"10,532,001,130",2006,Generation X
Nicaragua,2012,female,75+ years,1,67819,1.47,Nicaragua2012,0.625,"10,532,001,130",2006,Silent
Nicaragua,2012,female,5-14 years,6,599655,1.0,Nicaragua2012,0.625,"10,532,001,130",2006,Generation Z
Nicaragua,2013,male,55-74 years,33,229411,14.38,Nicaragua2013,0.628,"10,982,972,256",2062,Boomers
Nicaragua,2013,male,15-24 years,85,615015,13.82,Nicaragua2013,0.628,"10,982,972,256",2062,Millenials
Nicaragua,2013,female,15-24 years,38,589004,6.45,Nicaragua2013,0.628,"10,982,972,256",2062,Millenials
Nicaragua,2013,female,5-14 years,10,596571,1.68,Nicaragua2013,0.628,"10,982,972,256",2062,Generation Z
Nicaragua,2013,female,75+ years,0,70389,0.0,Nicaragua2013,0.628,"10,982,972,256",2062,Silent
Nicaragua,2014,male,15-24 years,65,614142,10.58,Nicaragua2014,0.631,"11,880,438,824",2199,Millenials
Nicaragua,2014,male,75+ years,4,54010,7.41,Nicaragua2014,0.631,"11,880,438,824",2199,Silent
Nicaragua,2014,female,15-24 years,31,585711,5.29,Nicaragua2014,0.631,"11,880,438,824",2199,Millenials
Nicaragua,2014,female,25-34 years,16,535623,2.99,Nicaragua2014,0.631,"11,880,438,824",2199,Millenials
Nicaragua,2014,female,55-74 years,6,289927,2.07,Nicaragua2014,0.631,"11,880,438,824",2199,Boomers
Nicaragua,2015,male,75+ years,7,56061,12.49,Nicaragua2015,,"12,611,087,031",2303,Silent
Nicaragua,2015,female,15-24 years,41,581787,7.05,Nicaragua2015,,"12,611,087,031",2303,Millenials
Nicaragua,2015,female,25-34 years,19,541679,3.51,Nicaragua2015,,"12,611,087,031",2303,Millenials
Nicaragua,2015,female,35-54 years,14,692648,2.02,Nicaragua2015,,"12,611,087,031",2303,Generation X
Nicaragua,2015,female,55-74 years,4,303372,1.32,Nicaragua2015,,"12,611,087,031",2303,Boomers
